keyword,date,index
去哪儿,2019-01,16137.451612903225
去哪儿,2019-02,11814.607142857143
去哪儿,2019-03,11024.354838709678
去哪儿,2019-04,12029.466666666667
去哪儿,2019-05,11522.064516129032
去哪儿,2019-06,12289.933333333332
去哪儿,2019-07,14143.58064516129
去哪儿,2019-08,13043.709677419354
去哪儿,2019-09,12785.666666666666
去哪儿,2019-10,9091.161290322581
去哪儿,2019-11,9779.333333333334
去哪儿,2019-12,11864.354838709678
去哪儿,2020-01,16683.90322580645
去哪儿,2020-02,2993.3793103448274
去哪儿,2020-03,4188.193548387097
去哪儿,2020-04,4546.433333333333
去哪儿,2020-05,3938.8387096774195
去哪儿,2020-06,5285.5
去哪儿,2020-07,8926.58064516129
去哪儿,2020-08,10866.709677419354
去哪儿,2020-09,13711.3
去哪儿,2020-10,6253.096774193548
去哪儿,2020-11,5917.066666666667
去哪儿,2020-12,5146.677419354839
去哪儿,2021-01,3262.8387096774195
去哪儿,2021-02,3011.3214285714284
去哪儿,2021-03,5793.548387096775
去哪儿,2021-04,7101.566666666667
去哪儿,2021-05,4444.967741935484
去哪儿,2021-06,4438.166666666667
去哪儿,2021-07,5294.612903225807
去哪儿,2021-08,2478.3870967741937
去哪儿,2021-09,4462.733333333334
去哪儿,2021-10,2852.7741935483873
去哪儿,2021-11,2237.233333333333
去哪儿,2021-12,2575.483870967742
去哪儿,2022-01,2542.935483870968
去哪儿,2022-02,2950.3928571428573
去哪儿,2022-03,2604.8387096774195
去哪儿,2022-04,2348.266666666667
去哪儿,2022-05,2357.3225806451615
去哪儿,2022-06,3240.266666666667
去哪儿,2022-07,4864.806451612903
去哪儿,2022-08,5654.0
同程网,2019-01,1207.1290322580646
同程网,2019-02,1185.6785714285713
同程网,2019-03,1025.0967741935483
同程网,2019-04,843.1666666666666
同程网,2019-05,654.741935483871
同程网,2019-06,791.5666666666667
同程网,2019-07,996.6774193548387
同程网,2019-08,873.1935483870968
同程网,2019-09,628.0
同程网,2019-10,498.2903225806452
同程网,2019-11,517.8333333333334
同程网,2019-12,561.0322580645161
同程网,2020-01,537.3548387096774
同程网,2020-02,357.2413793103448
同程网,2020-03,360.9032258064516
同程网,2020-04,384.3333333333333
同程网,2020-05,361.61290322580646
同程网,2020-06,370.6666666666667
同程网,2020-07,489.741935483871
同程网,2020-08,464.06451612903226
同程网,2020-09,488.06666666666666
同程网,2020-10,408.06451612903226
同程网,2020-11,371.23333333333335
同程网,2020-12,364.93548387096774
同程网,2021-01,309.7096774193548
同程网,2021-02,351.67857142857144
同程网,2021-03,398.8709677419355
同程网,2021-04,440.23333333333335
同程网,2021-05,352.1290322580645
同程网,2021-06,362.6333333333333
同程网,2021-07,467.7096774193548
同程网,2021-08,305.2903225806452
同程网,2021-09,351.4
同程网,2021-10,310.96774193548384
同程网,2021-11,261.6666666666667
同程网,2021-12,264.2903225806452
同程网,2022-01,268.7741935483871
同程网,2022-02,299.07142857142856
同程网,2022-03,275.7741935483871
同程网,2022-04,269.73333333333335
同程网,2022-05,280.8709677419355
同程网,2022-06,318.3
同程网,2022-07,373.93548387096774
同程网,2022-08,425.0
携程,2019-01,63296.32258064516
携程,2019-02,49714.142857142855
携程,2019-03,50529.645161290326
携程,2019-04,58873.53333333333
携程,2019-05,140058.8064516129
携程,2019-06,76724.46666666666
携程,2019-07,97240.58064516129
携程,2019-08,87110.12903225806
携程,2019-09,76915.83333333333
携程,2019-10,56991.3870967742
携程,2019-11,54973.76666666667
携程,2019-12,60490.032258064515
携程,2020-01,52551.48387096774
携程,2020-02,23414.310344827587
携程,2020-03,31294.129032258064
携程,2020-04,33052.3
携程,2020-05,33463.3870967742
携程,2020-06,41944.6
携程,2020-07,53718.32258064516
携程,2020-08,55710.1935483871
携程,2020-09,64135.933333333334
携程,2020-10,43777.93548387097
携程,2020-11,41367.63333333333
携程,2020-12,40835.74193548387
携程,2021-01,29234.516129032258
携程,2021-02,28245.535714285714
携程,2021-03,48872.93548387097
携程,2021-04,59172.96666666667
携程,2021-05,37463.645161290326
携程,2021-06,38590.4
携程,2021-07,50972.032258064515
携程,2021-08,24881.8064516129
携程,2021-09,40548.333333333336
携程,2021-10,28500.129032258064
携程,2021-11,21771.1
携程,2021-12,25718.322580645163
携程,2022-01,25546.0
携程,2022-02,26278.75
携程,2022-03,21870.41935483871
携程,2022-04,18945.833333333332
携程,2022-05,19889.645161290322
携程,2022-06,28293.533333333333
携程,2022-07,38201.58064516129
携程,2022-08,52838.0
穷游网,2019-01,3477.6451612903224
穷游网,2019-02,3158.3928571428573
穷游网,2019-03,3196.2258064516127
穷游网,2019-04,2636.133333333333
穷游网,2019-05,2256.5806451612902
穷游网,2019-06,2592.9666666666667
穷游网,2019-07,2898.7419354838707
穷游网,2019-08,2710.2903225806454
穷游网,2019-09,2411.266666666667
穷游网,2019-10,1849.5806451612902
穷游网,2019-11,1739.5
穷游网,2019-12,1754.774193548387
穷游网,2020-01,1565.8709677419354
穷游网,2020-02,956.5172413793103
穷游网,2020-03,754.0322580645161
穷游网,2020-04,672.5666666666667
穷游网,2020-05,638.3870967741935
穷游网,2020-06,712.3
穷游网,2020-07,816.4193548387096
穷游网,2020-08,947.2258064516129
穷游网,2020-09,1107.3333333333333
穷游网,2020-10,758.5483870967741
穷游网,2020-11,694.9666666666667
穷游网,2020-12,717.3870967741935
穷游网,2021-01,485.7741935483871
穷游网,2021-02,499.64285714285717
穷游网,2021-03,819.9354838709677
穷游网,2021-04,995.6666666666666
穷游网,2021-05,864.4193548387096
穷游网,2021-06,769.4666666666667
穷游网,2021-07,854.4516129032259
穷游网,2021-08,396.0
穷游网,2021-09,583.7666666666667
穷游网,2021-10,438.4516129032258
穷游网,2021-11,388.06666666666666
穷游网,2021-12,396.35483870967744
穷游网,2022-01,332.83870967741933
穷游网,2022-02,366.57142857142856
穷游网,2022-03,372.9032258064516
穷游网,2022-04,392.5
穷游网,2022-05,430.03225806451616
穷游网,2022-06,470.2
穷游网,2022-07,595.2903225806451
穷游网,2022-08,770.0
艺龙,2019-01,2567.1290322580644
艺龙,2019-02,2383.6428571428573
艺龙,2019-03,2501.032258064516
艺龙,2019-04,2744.7
艺龙,2019-05,2391.8709677419356
艺龙,2019-06,2375.6
艺龙,2019-07,2640.3870967741937
艺龙,2019-08,2572.9032258064517
艺龙,2019-09,2260.1
艺龙,2019-10,1799.6774193548388
艺龙,2019-11,1669.2
艺龙,2019-12,1684.9354838709678
艺龙,2020-01,1539.8709677419354
艺龙,2020-02,962.3793103448276
艺龙,2020-03,1160.6451612903227
艺龙,2020-04,1163.1666666666667
艺龙,2020-05,1193.6129032258063
艺龙,2020-06,1312.1
艺龙,2020-07,1581.9354838709678
艺龙,2020-08,1655.3548387096773
艺龙,2020-09,1742.4
艺龙,2020-10,1520.3548387096773
艺龙,2020-11,1611.9333333333334
艺龙,2020-12,1608.7096774193549
艺龙,2021-01,1412.4193548387098
艺龙,2021-02,1421.107142857143
艺龙,2021-03,2025.2903225806451
艺龙,2021-04,2110.0666666666666
艺龙,2021-05,1961.8064516129032
艺龙,2021-06,1550.0666666666666
艺龙,2021-07,1573.1935483870968
艺龙,2021-08,1023.3548387096774
艺龙,2021-09,1256.7333333333333
艺龙,2021-10,1157.774193548387
艺龙,2021-11,1182.0
艺龙,2021-12,1030.8709677419354
艺龙,2022-01,678.5483870967741
艺龙,2022-02,713.3928571428571
艺龙,2022-03,791.2903225806451
艺龙,2022-04,662.5
艺龙,2022-05,657.9354838709677
艺龙,2022-06,724.6
艺龙,2022-07,800.1612903225806
艺龙,2022-08,1076.0
途牛网,2019-01,1161.6451612903227
途牛网,2019-02,1042.5
途牛网,2019-03,1008.9677419354839
途牛网,2019-04,750.5666666666667
途牛网,2019-05,642.7096774193549
途牛网,2019-06,920.1333333333333
途牛网,2019-07,1050.0967741935483
途牛网,2019-08,1022.6774193548387
途牛网,2019-09,660.0
途牛网,2019-10,488.0
途牛网,2019-11,471.8
途牛网,2019-12,536.741935483871
途牛网,2020-01,451.5806451612903
途牛网,2020-02,301.7931034482759
途牛网,2020-03,308.16129032258067
途牛网,2020-04,322.23333333333335
途牛网,2020-05,320.258064516129
途牛网,2020-06,321.3333333333333
途牛网,2020-07,387.5483870967742
途牛网,2020-08,396.96774193548384
途牛网,2020-09,430.73333333333335
途牛网,2020-10,335.0
途牛网,2020-11,321.4
途牛网,2020-12,306.03225806451616
途牛网,2021-01,234.67741935483872
途牛网,2021-02,282.5
途牛网,2021-03,341.1290322580645
途牛网,2021-04,402.73333333333335
途牛网,2021-05,298.06451612903226
途牛网,2021-06,339.6
途牛网,2021-07,415.7096774193548
途牛网,2021-08,216.3548387096774
途牛网,2021-09,298.46666666666664
途牛网,2021-10,244.61290322580646
途牛网,2021-11,205.76666666666668
途牛网,2021-12,223.7741935483871
途牛网,2022-01,219.2258064516129
途牛网,2022-02,237.85714285714286
途牛网,2022-03,218.48387096774192
途牛网,2022-04,213.23333333333332
途牛网,2022-05,212.90322580645162
途牛网,2022-06,259.56666666666666
途牛网,2022-07,294.5483870967742
途牛网,2022-08,318.0
飞猪,2019-01,11138.483870967742
飞猪,2019-02,9052.142857142857
飞猪,2019-03,10315.290322580646
飞猪,2019-04,10464.5
飞猪,2019-05,11716.548387096775
飞猪,2019-06,13790.633333333333
飞猪,2019-07,15232.322580645161
飞猪,2019-08,14908.258064516129
飞猪,2019-09,14545.133333333333
飞猪,2019-10,11310.193548387097
飞猪,2019-11,12525.1
飞猪,2019-12,14117.741935483871
飞猪,2020-01,11140.290322580646
飞猪,2020-02,4821.172413793103
飞猪,2020-03,5254.032258064516
飞猪,2020-04,5521.9
飞猪,2020-05,5360.064516129032
飞猪,2020-06,6742.6
飞猪,2020-07,8333.741935483871
飞猪,2020-08,8881.225806451614
飞猪,2020-09,10970.0
飞猪,2020-10,6759.645161290323
飞猪,2020-11,6505.766666666666
飞猪,2020-12,6422.5161290322585
飞猪,2021-01,4744.870967741936
飞猪,2021-02,4590.964285714285
飞猪,2021-03,7358.225806451613
飞猪,2021-04,9387.433333333332
飞猪,2021-05,5764.290322580645
飞猪,2021-06,5526.066666666667
飞猪,2021-07,6616.419354838709
飞猪,2021-08,3315.516129032258
飞猪,2021-09,5957.733333333334
飞猪,2021-10,4065.6451612903224
飞猪,2021-11,3328.6
飞猪,2021-12,3646.1935483870966
飞猪,2022-01,3205.6774193548385
飞猪,2022-02,3130.3214285714284
飞猪,2022-03,2679.064516129032
飞猪,2022-04,2511.1
飞猪,2022-05,2574.2580645161293
飞猪,2022-06,3450.9333333333334
飞猪,2022-07,4107.290322580645
飞猪,2022-08,5697.0
马蜂窝,2019-01,13502.387096774193
马蜂窝,2019-02,14301.535714285714
马蜂窝,2019-03,16732.548387096773
马蜂窝,2019-04,20736.9
马蜂窝,2019-05,16016.258064516129
马蜂窝,2019-06,17562.633333333335
马蜂窝,2019-07,21901.290322580644
马蜂窝,2019-08,21213.677419354837
马蜂窝,2019-09,20360.2
马蜂窝,2019-10,13325.064516129032
马蜂窝,2019-11,12325.566666666668
马蜂窝,2019-12,13689.58064516129
马蜂窝,2020-01,10209.225806451614
马蜂窝,2020-02,4191.068965517241
马蜂窝,2020-03,4613.258064516129
马蜂窝,2020-04,5785.8
马蜂窝,2020-05,5333.5161290322585
马蜂窝,2020-06,6657.033333333334
马蜂窝,2020-07,8506.225806451614
马蜂窝,2020-08,9904.387096774193
马蜂窝,2020-09,12861.533333333333
马蜂窝,2020-10,6418.451612903225
马蜂窝,2020-11,5524.633333333333
马蜂窝,2020-12,5294.4838709677415
马蜂窝,2021-01,3195.6451612903224
马蜂窝,2021-02,3809.1071428571427
马蜂窝,2021-03,7226.774193548387
马蜂窝,2021-04,10066.466666666667
马蜂窝,2021-05,5802.387096774193
马蜂窝,2021-06,5757.8
马蜂窝,2021-07,7197.870967741936
马蜂窝,2021-08,3418.935483870968
马蜂窝,2021-09,6479.633333333333
马蜂窝,2021-10,3616.935483870968
马蜂窝,2021-11,2636.9666666666667
马蜂窝,2021-12,2796.7419354838707
马蜂窝,2022-01,2483.3548387096776
马蜂窝,2022-02,2853.5
马蜂窝,2022-03,2880.7741935483873
马蜂窝,2022-04,2906.633333333333
马蜂窝,2022-05,2591.9032258064517
马蜂窝,2022-06,3679.6
马蜂窝,2022-07,5214.032258064516
马蜂窝,2022-08,7557.0
